FIRSTNAME,"MIDDLE NAME","LAST NAME",ID,BIRTHDAY,ADDRESS,SIGNATURE,"DATE ISSUE",SEX,STATUS,BIRTHPLACE,EMERGENCY,OCCUPATION,ELIGIBILITY,IDNO,QRCODE
CARLOS,SALAZAR,"DEL ROSARIO",R-202503-0460,"OCT. 25, 1941","HOUSE #577 STREET 30, BAGONG SIKAT, ALICIA, ISABELA, 7199",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-28B875DF84
FRANCISCO,SALAZAR,HERNANDEZ,R-202503-0461,"APR. 30, 2000","HOUSE #577 STREET 30, BAGONG SIKAT, ALICIA, ISABELA, 7199",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-FD953E796F
JUAN,DOMINGO,MENDOZA,R-202503-0462,"OCT. 8, 2018","HOUSE #625 STREET 27, RIZAL, ALICIA, ISABELA, 4696",NO,,MALE,SINGLE,,,STUDENT,PWD,,QR-R-89B2EC6578
PEDRO,RIVERA,"DEL ROSARIO",R-202503-0463,"MAY. 31, 1968","HOUSE #625 STREET 27, RIZAL, ALICIA, ISABELA, 4696",NO,,MALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-98ED77BC2A
LUISA,MENDOZA,HERNANDEZ,R-202503-0464,"AUG. 7, 1995","HOUSE #625 STREET 27, RIZAL, ALICIA, ISABELA, 4696",NO,,MALE,SINGLE,,,PRIVATE_EMPLOYEE,,,QR-R-A35AC9D97F
SOFIA,DIAZ,"DE LA CRUZ",R-202503-0465,"SEP. 21, 1957","HOUSE #625 STREET 27, RIZAL, ALICIA, ISABELA, 4696",NO,,MALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",,QR-R-F21503E21A
ROSA,,SANTIAGO,R-202503-0466,"FEB. 8, 1991","HOUSE #625 STREET 27, RIZAL, ALICIA, ISABELA, 4696",NO,,FEMALE,MARRIED,,,VENDOR,,FF4B86F48B9A,QR-R-6FECBCAD7D
ROSA,PEREZ,VILLANUEVA,R-202503-0467,"FEB. 22, 2000","HOUSE #840 STREET 29, M.H. DEL PILAR, ALICIA, ISABELA, 2871",NO,,MALE,MARRIED,,,FACTORY_WORKER,,6B0E48B01757,QR-R-3748A65423
CARLOS,,ROBLES,R-202503-0468,"MAY. 25, 2017","HOUSE #840 STREET 29, M.H. DEL PILAR, ALICIA, ISABELA, 2871",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-438FFC08A6
CARLOS,"DE LA CRUZ",ROBLES,R-202503-0469,"SEP. 8, 1995","HOUSE #840 STREET 29, M.H. DEL PILAR, ALICIA, ISABELA, 2871",NO,,MALE,MARRIED,,,DRIVER,,,QR-R-FA07ACFF64
JUAN,REYES,SANTOS,R-202503-0470,"JUN. 8, 2019","HOUSE #840 STREET 29, M.H. DEL PILAR, ALICIA, ISABELA, 2871",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-23C0C8B906
LOURDES,CASTRO,FLORES,R-202503-0471,"DEC. 29, 1988","HOUSE #453 STREET 18, LINGLINGAY, ALICIA, ISABELA, 8534",NO,,MALE,MARRIED,,,FARMER,,3FB8F718AC80,QR-R-E1C6D3898E
ROSA,DIAZ,"DE GUZMAN",R-202503-0472,"APR. 29, 1939","HOUSE #453 STREET 18, LINGLINGAY, ALICIA, ISABELA, 8534",NO,,MALE,SINGLE,,,RETIRED,"SENIOR CITIZEN, PWD",5A7CD98317F7,QR-R-06C80608EA
LUISA,DOMINGO,VILLANUEVA,R-202503-0473,"JUL. 21, 1966","HOUSE #453 STREET 18, LINGLINGAY, ALICIA, ISABELA, 8534",NO,,MALE,SINGLE,,,FARMER,,,QR-R-68ECFF49CF
FRANCISCO,RIVERA,"DELA PEñA",R-202503-0474,"MAY. 13, 1940","HOUSE #453 STREET 18, LINGLINGAY, ALICIA, ISABELA, 8534",NO,,FEMALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",,QR-R-8E36B06D4F
LUISA,RODRIGUEZ,"DE LA CRUZ",R-202503-0475,"AUG. 21, 2010","HOUSE #453 STREET 18, LINGLINGAY, ALICIA, ISABELA, 8534",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-92CD4F1130
JOSE,,AQUINO,R-202503-0476,"FEB. 6, 1966","HOUSE #453 STREET 18, LINGLINGAY, ALICIA, ISABELA, 8534",NO,,FEMALE,MARRIED,,,FACTORY_WORKER,,,QR-R-23F33D49E3
TERESA,LOPEZ,FERNANDEZ,R-202503-0477,"APR. 14, 1966","HOUSE #784 STREET 16, SAN ANTONIO (POB.), ALICIA, ISABELA, 4429",NO,,MALE,MARRIED,,,VENDOR,PWD,,QR-R-D56E5C0FC1
TERESA,REYES,ESPIRITU,R-202503-0478,"JUL. 26, 1995","HOUSE #784 STREET 16, SAN ANTONIO (POB.), ALICIA, ISABELA, 4429",NO,,FEMALE,MARRIED,,,FACTORY_WORKER,,86EE6890598D,QR-R-D1A8844F66
ELENA,DIAZ,MORALES,R-202503-0479,"SEP. 14, 1985","HOUSE #784 STREET 16, SAN ANTONIO (POB.), ALICIA, ISABELA, 4429",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-917D4EBED1
ELENA,RAMOS,GARCIA,R-202503-0480,"MAR. 1, 1990","HOUSE #784 STREET 16, SAN ANTONIO (POB.), ALICIA, ISABELA, 4429",NO,,MALE,MARRIED,,,VENDOR,,,QR-R-629339E731
TERESA,CASTRO,HERNANDEZ,R-202503-0481,"SEP. 14, 1991","HOUSE #258 STREET 36, BAGNOS, ALICIA, ISABELA, 6654",NO,,MALE,SINGLE,,,TEACHER,,,QR-R-3147BF1487
ELENA,AQUINO,SANTOS,R-202503-0482,"MAR. 14, 1997","HOUSE #258 STREET 36, BAGNOS, ALICIA, ISABELA, 6654",NO,,MALE,SINGLE,,,FARMER,,,QR-R-E2F11DAD95
LUIS,"DE LA CRUZ","DE GUZMAN",R-202503-0483,"JAN. 13, 1968","HOUSE #258 STREET 36, BAGNOS, ALICIA, ISABELA, 6654",NO,,FEMALE,MARRIED,,,TEACHER,,1BB6B6C63CBA,QR-R-B3D304D9B2
FRANCISCO,MENDOZA,REYES,R-202503-0484,"FEB. 21, 2008","HOUSE #258 STREET 36, BAGNOS, ALICIA, ISABELA, 6654",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-12AE9B1B02
CARLOS,CASTRO,ESPIRITU,R-202503-0485,"DEC. 5, 2008","HOUSE #258 STREET 36, BAGNOS, ALICIA, ISABELA, 6654",NO,,FEMALE,SINGLE,,,STUDENT,,E132286161F3,QR-R-9D8205B41B
ANTONIO,,MORALES,R-202503-0486,"NOV. 6, 1983","HOUSE #374 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1801",NO,,MALE,MARRIED,,,VENDOR,,,QR-R-B529E918C6
ROSA,MENDOZA,MARQUEZ,R-202503-0487,"DEC. 6, 1977","HOUSE #374 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1801",NO,,FEMALE,MARRIED,,,TEACHER,,,QR-R-B4C69B5CF0
ELENA,TORRES,MORALES,R-202503-0488,"AUG. 14, 1980","HOUSE #374 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1801",NO,,MALE,SINGLE,,,FARMER,,,QR-R-216103CD27
JOSEFINA,,CRUZ,R-202503-0489,"JUN. 26, 1987","HOUSE #374 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1801",NO,,FEMALE,SINGLE,,,FACTORY_WORKER,,B94F5CEF8316,QR-R-6AD59DFF40
PEDRO,LOPEZ,"DE LA CRUZ",R-202503-0490,"JUL. 17, 1994","HOUSE #374 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1801",NO,,FEMALE,MARRIED,,,FARMER,,E99FCC7653E1,QR-R-928E306B08
FRANCISCO,,DIAZ,R-202503-0491,"APR. 28, 2007","HOUSE #347 STREET 29, BONIFACIO, ALICIA, ISABELA, 8549",NO,,MALE,SINGLE,,,STUDENT,,FA85C2AF0BF4,QR-R-52CD3C550D
JOSE,RIVERA,AQUINO,R-202503-0492,"JAN. 16, 2013","HOUSE #347 STREET 29, BONIFACIO, ALICIA, ISABELA, 8549",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-B11D87D3B7
FRANCISCO,GARCIA,PASCUAL,R-202503-0493,"NOV. 28, 1987","HOUSE #347 STREET 29, BONIFACIO, ALICIA, ISABELA, 8549",NO,,FEMALE,SINGLE,,,FARMER,,,QR-R-D8103F5720
ELENA,,VILLANUEVA,R-202503-0494,"SEP. 4, 2021","HOUSE #347 STREET 29, BONIFACIO, ALICIA, ISABELA, 8549",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-4FF03F09A3
ELENA,DOMINGO,ROBLES,R-202503-0495,"MAY. 7, 2010","HOUSE #361 STREET 43, SANTA MARIA, ALICIA, ISABELA, 2449",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-AD66C446D6
ANA,AQUINO,PASCUAL,R-202503-0496,"SEP. 1, 1959","HOUSE #361 STREET 43, SANTA MARIA, ALICIA, ISABELA, 2449",NO,,MALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",,QR-R-B83D3ED040
CARLOS,CRUZ,RIVERA,R-202503-0497,"NOV. 15, 2010","HOUSE #361 STREET 43, SANTA MARIA, ALICIA, ISABELA, 2449",NO,,MALE,SINGLE,,,STUDENT,,1E4F8B96ED8A,QR-R-A08F150C90
ELENA,,MENDOZA,R-202503-0498,"DEC. 21, 1987","HOUSE #361 STREET 43, SANTA MARIA, ALICIA, ISABELA, 2449",NO,,FEMALE,MARRIED,,,BUSINESS_OWNER,,,QR-R-DDCA73440B
LUISA,LOPEZ,HERNANDEZ,R-202503-0499,"JAN. 22, 1953","HOUSE #475 STREET 47, SAN FRANCISCO, ALICIA, ISABELA, 3040",NO,,FEMALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",,QR-R-9B11EEA37F
ANTONIO,CRUZ,SANTOS,R-202503-0500,"SEP. 11, 1948","HOUSE #475 STREET 47, SAN FRANCISCO, ALICIA, ISABELA, 3040",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN, PWD",C9B7F25777E4,QR-R-16DD60574E
MANUEL,,ROMERO,R-202503-0501,"MAY. 31, 1974","HOUSE #475 STREET 47, SAN FRANCISCO, ALICIA, ISABELA, 3040",NO,,MALE,SEPARATED,,,PRIVATE_EMPLOYEE,,,QR-R-9E1AF8F387
SOFIA,,MORALES,R-202503-0502,"APR. 18, 2010","HOUSE #475 STREET 47, SAN FRANCISCO, ALICIA, ISABELA, 3040",NO,,FEMALE,SINGLE,,,STUDENT,,78477C329D9C,QR-R-D9D1A920DA
CARMEN,RIVERA,LOPEZ,R-202503-0503,"SEP. 11, 1977","HOUSE #475 STREET 47, SAN FRANCISCO, ALICIA, ISABELA, 3040",NO,,MALE,MARRIED,,,FARMER,PWD,,QR-R-090CE526DA
JOSEFINA,,GARCIA,R-202503-0504,"AUG. 5, 2017","HOUSE #914 STREET 6, ZAMORA, ALICIA, ISABELA, 9768",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-28D0599C26
JUAN,SANTOS,MARQUEZ,R-202503-0505,"NOV. 28, 2017","HOUSE #914 STREET 6, ZAMORA, ALICIA, ISABELA, 9768",NO,,FEMALE,SINGLE,,,STUDENT,,83B7726B0343,QR-R-4778DEF2C6
SOFIA,"DE LA CRUZ",CASTRO,R-202503-0506,"JAN. 20, 1971","HOUSE #914 STREET 6, ZAMORA, ALICIA, ISABELA, 9768",NO,,MALE,SINGLE,,,FACTORY_WORKER,,,QR-R-8183427A73
MANUEL,REYES,GONZALES,R-202503-0507,"OCT. 11, 2007","HOUSE #914 STREET 6, ZAMORA, ALICIA, ISABELA, 9768",NO,,FEMALE,SINGLE,,,STUDENT,PWD,0CF0F35A2708,QR-R-E405CD11BA
MANUEL,FLORES,VILLEGAS,R-202503-0508,"JUN. 29, 1994","HOUSE #914 STREET 6, ZAMORA, ALICIA, ISABELA, 9768",NO,,MALE,SEPARATED,,,LABORER,,,QR-R-5AE5D8FCCE
TERESA,,SANTIAGO,R-202503-0509,"OCT. 11, 2008","HOUSE #914 STREET 6, ZAMORA, ALICIA, ISABELA, 9768",NO,,MALE,SINGLE,,,STUDENT,,BE66505E8868,QR-R-C508D009D2
JOSEFINA,AQUINO,GARCIA,R-202503-0510,"NOV. 19, 1971","HOUSE #548 STREET 47, SAN PEDRO, ALICIA, ISABELA, 6412",NO,,FEMALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-76E7CCBA5C
FRANCISCO,,REYES,R-202503-0511,"MAY. 20, 1991","HOUSE #548 STREET 47, SAN PEDRO, ALICIA, ISABELA, 6412",NO,,FEMALE,MARRIED,,,TEACHER,,C2DB7782F634,QR-R-856BC56CB7
LUISA,,PEREZ,R-202503-0512,"JUL. 20, 1977","HOUSE #548 STREET 47, SAN PEDRO, ALICIA, ISABELA, 6412",NO,,MALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-E39AB36476
CARLOS,,FERNANDEZ,R-202503-0513,"DEC. 2, 1977","HOUSE #634 STREET 47, APANAY, ALICIA, ISABELA, 7882",NO,,MALE,SEPARATED,,,FARMER,,353BED9BA997,QR-R-903407A5F0
JUAN,LOPEZ,RIVERA,R-202503-0514,"OCT. 14, 1957","HOUSE #634 STREET 47, APANAY, ALICIA, ISABELA, 7882",NO,,MALE,MARRIED,,,UNEMPLOYED,"SENIOR CITIZEN, PWD",,QR-R-14A7288547
ANTONIO,PEREZ,GUTIERREZ,R-202503-0515,"JUL. 24, 2019","HOUSE #601 STREET 48, SANTO TOMAS, ALICIA, ISABELA, 1407",NO,,FEMALE,SINGLE,,,STUDENT,,0A77F758F2DC,QR-R-760A5FCB63
CARLOS,CASTRO,MORALES,R-202503-0516,"AUG. 18, 1955","HOUSE #601 STREET 48, SANTO TOMAS, ALICIA, ISABELA, 1407",NO,,MALE,MARRIED,,,UNEMPLOYED,"SENIOR CITIZEN",,QR-R-D88E482E1B
LOURDES,,VALDEZ,R-202503-0517,"AUG. 13, 2015","HOUSE #601 STREET 48, SANTO TOMAS, ALICIA, ISABELA, 1407",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-6EBA674C2A
LUIS,,MARQUEZ,R-202503-0518,"JUL. 7, 2007","HOUSE #601 STREET 48, SANTO TOMAS, ALICIA, ISABELA, 1407",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-1A2E4C484A
CARLOS,MENDOZA,ROMERO,R-202503-0519,"JUN. 26, 1979","HOUSE #601 STREET 48, SANTO TOMAS, ALICIA, ISABELA, 1407",NO,,FEMALE,SINGLE,,,VENDOR,,,QR-R-92FCE565D3
CARLOS,,RIVERA,R-202503-0520,"NOV. 16, 2009","HOUSE #601 STREET 48, SANTO TOMAS, ALICIA, ISABELA, 1407",NO,,FEMALE,SINGLE,,,STUDENT,,956B1A383965,QR-R-00058C13AC
ELENA,,BAUTISTA,R-202503-0521,"JUL. 4, 2010","HOUSE #657 STREET 26, INANAMA, ALICIA, ISABELA, 4884",NO,,MALE,SINGLE,,,STUDENT,,B45E7D57F685,QR-R-5D4C72021C
LUISA,AQUINO,PASCUAL,R-202503-0522,"JUN. 7, 1986","HOUSE #657 STREET 26, INANAMA, ALICIA, ISABELA, 4884",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-192DE190C0
LOURDES,GARCIA,SANTIAGO,R-202503-0523,"MAY. 26, 1976","HOUSE #657 STREET 26, INANAMA, ALICIA, ISABELA, 4884",NO,,MALE,MARRIED,,,DRIVER,,A38C57160549,QR-R-F1EF0684BB
PEDRO,,MIRANDA,R-202503-0524,"NOV. 28, 2022","HOUSE #657 STREET 26, INANAMA, ALICIA, ISABELA, 4884",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-5A6BA5B7C2
JOSEFINA,RAMOS,MARQUEZ,R-202503-0525,"AUG. 4, 1987","HOUSE #657 STREET 26, INANAMA, ALICIA, ISABELA, 4884",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-39F35C6DF8
FRANCISCO,TORRES,SALAZAR,R-202503-0526,"JUL. 15, 1995","HOUSE #949 STREET 23, AURORA, ALICIA, ISABELA, 8511",NO,,FEMALE,SINGLE,,,LABORER,,,QR-R-AA76B600DC
ROSA,REYES,"DEL ROSARIO",R-202503-0527,"APR. 17, 1990","HOUSE #949 STREET 23, AURORA, ALICIA, ISABELA, 8511",NO,,MALE,MARRIED,,,TEACHER,,,QR-R-87794EF2F4
ANTONIO,,AQUINO,R-202503-0528,"MAR. 21, 2021","HOUSE #949 STREET 23, AURORA, ALICIA, ISABELA, 8511",NO,,FEMALE,SINGLE,,,STUDENT,PWD,E84233503874,QR-R-3E86B908AF
FRANCISCO,,"DE GUZMAN",R-202503-0529,"NOV. 10, 2012","HOUSE #949 STREET 23, AURORA, ALICIA, ISABELA, 8511",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-C5C2C5249E
ELENA,,"DE LA CRUZ",R-202503-0530,"MAR. 28, 2020","HOUSE #189 STREET 49, LINGLINGAY, ALICIA, ISABELA, 1501",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-D71C6547E9
PEDRO,DOMINGO,DIAZ,R-202503-0531,"JUL. 17, 2010","HOUSE #189 STREET 49, LINGLINGAY, ALICIA, ISABELA, 1501",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-48F0A5D74A
ANTONIO,TORRES,VILLANUEVA,R-202503-0532,"OCT. 22, 1999","HOUSE #189 STREET 49, LINGLINGAY, ALICIA, ISABELA, 1501",NO,,MALE,MARRIED,,,LABORER,,654C536CC57B,QR-R-F372BFD0F9
LUIS,LOPEZ,"DE LA CRUZ",R-202503-0533,"JUL. 18, 1980","HOUSE #189 STREET 49, LINGLINGAY, ALICIA, ISABELA, 1501",NO,,FEMALE,SINGLE,,,FARMER,,,QR-R-1777E2A28F
MARIA,,VILLANUEVA,R-202503-0534,"JUL. 2, 2020","HOUSE #173 STREET 4, SALVACION, ALICIA, ISABELA, 4881",NO,,MALE,SINGLE,,,STUDENT,,32B0ACB1BAA6,QR-R-0A47B4C57E
CARLOS,RIVERA,MARQUEZ,R-202503-0535,"JUL. 25, 1954","HOUSE #173 STREET 4, SALVACION, ALICIA, ISABELA, 4881",NO,,MALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-6D1A4C893A
JUAN,,"DE LA CRUZ",R-202503-0536,"JUN. 17, 1996","HOUSE #803 STREET 49, ZAMORA, ALICIA, ISABELA, 1064",NO,,FEMALE,MARRIED,,,BUSINESS_OWNER,,,QR-R-083EA553DC
LOURDES,LOPEZ,ROBLES,R-202503-0537,"FEB. 11, 2012","HOUSE #803 STREET 49, ZAMORA, ALICIA, ISABELA, 1064",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-D377741CCA
LOURDES,,AQUINO,R-202503-0538,"FEB. 27, 1972","HOUSE #51 STREET 16, ANTONINO (POB.), ALICIA, ISABELA, 4678",NO,,MALE,SINGLE,,,FARMER,,,QR-R-77C168EDF4
MANUEL,,PADILLA,R-202503-0539,"FEB. 19, 1956","HOUSE #51 STREET 16, ANTONINO (POB.), ALICIA, ISABELA, 4678",NO,,MALE,SINGLE,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-72CA382183
JOSE,,FLORES,R-202503-0540,"JUL. 21, 1965","HOUSE #542 STREET 8, BONIFACIO, ALICIA, ISABELA, 4333",NO,,FEMALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-565649B188
ELENA,GONZALES,FLORES,R-202503-0541,"MAY. 31, 1990","HOUSE #542 STREET 8, BONIFACIO, ALICIA, ISABELA, 4333",NO,,MALE,MARRIED,,,FARMER,PWD,,QR-R-CEF32E86EA
LOURDES,,ROBLES,R-202503-0542,"JUL. 16, 2009","HOUSE #979 STREET 14, ZAMORA, ALICIA, ISABELA, 2414",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-3BDA1B60F2
MANUEL,GARCIA,MENDOZA,R-202503-0543,"JUL. 16, 2011","HOUSE #979 STREET 14, ZAMORA, ALICIA, ISABELA, 2414",NO,,MALE,SINGLE,,,STUDENT,,F1BFC6AF5B5E,QR-R-7BEC80BCDF
RAFAEL,,ROMERO,R-202503-0544,"FEB. 15, 1980","HOUSE #979 STREET 14, ZAMORA, ALICIA, ISABELA, 2414",NO,,FEMALE,MARRIED,,,LABORER,,,QR-R-7EF236EE44
TERESA,"DE LA CRUZ",NAVARRO,R-202503-0545,"JUN. 3, 1982","HOUSE #979 STREET 14, ZAMORA, ALICIA, ISABELA, 2414",NO,,FEMALE,MARRIED,,,PRIVATE_EMPLOYEE,,A73AA50AD028,QR-R-E0B88D8ABE
SOFIA,PEREZ,ESPIRITU,R-202503-0546,"DEC. 16, 1990","HOUSE #979 STREET 14, ZAMORA, ALICIA, ISABELA, 2414",NO,,FEMALE,MARRIED,,,GOVERNMENT_EMPLOYEE,PWD,,QR-R-72837261E2
PEDRO,CASTRO,GONZALES,R-202503-0547,"JUL. 31, 1984","HOUSE #979 STREET 14, ZAMORA, ALICIA, ISABELA, 2414",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-0FD4426A75
JOSE,DOMINGO,RIVERA,R-202503-0548,"JAN. 30, 1972","HOUSE #496 STREET 42, CALLAO, ALICIA, ISABELA, 8114",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-D18A52D5B9
LOURDES,,GARCIA,R-202503-0549,"FEB. 7, 2010","HOUSE #496 STREET 42, CALLAO, ALICIA, ISABELA, 8114",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-02C98A0890
CARMEN,LOPEZ,ROBLES,R-202503-0550,"JAN. 16, 2006","HOUSE #496 STREET 42, CALLAO, ALICIA, ISABELA, 8114",NO,,MALE,MARRIED,,,UNEMPLOYED,,,QR-R-A518DCD233
JOSE,RODRIGUEZ,GONZALES,R-202503-0551,"FEB. 27, 1973","HOUSE #496 STREET 42, CALLAO, ALICIA, ISABELA, 8114",NO,,MALE,SEPARATED,,,DRIVER,,,QR-R-0DE828B1EB
LOURDES,PEREZ,"DELA PEñA",R-202503-0552,"OCT. 31, 2007","HOUSE #404 STREET 6, SALVACION, ALICIA, ISABELA, 2897",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-11D3BCDB80
LUIS,CASTRO,MENDOZA,R-202503-0553,"JUL. 7, 2007","HOUSE #404 STREET 6, SALVACION, ALICIA, ISABELA, 2897",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-5D1E1B0991
LUIS,DOMINGO,SANTOS,R-202503-0554,"SEP. 3, 1984","HOUSE #404 STREET 6, SALVACION, ALICIA, ISABELA, 2897",NO,,MALE,MARRIED,,,DRIVER,,,QR-R-5A72C96740
JOSE,REYES,GUTIERREZ,R-202503-0555,"DEC. 12, 1996","HOUSE #404 STREET 6, SALVACION, ALICIA, ISABELA, 2897",NO,,MALE,MARRIED,,,FARMER,PWD,,QR-R-3489ADE40E
ELENA,CRUZ,VILLEGAS,R-202503-0556,"MAY. 19, 1997","HOUSE #139 STREET 33, BAGNOS, ALICIA, ISABELA, 2670",NO,,MALE,MARRIED,,,LABORER,,,QR-R-C9EFEA59BB
TERESA,,SANTOS,R-202503-0557,"AUG. 13, 1972","HOUSE #139 STREET 33, BAGNOS, ALICIA, ISABELA, 2670",NO,,MALE,SEPARATED,,,PRIVATE_EMPLOYEE,,85EDDAD95B56,QR-R-3A8A9C1CDB
SOFIA,GONZALES,RODRIGUEZ,R-202503-0558,"MAR. 26, 1975","HOUSE #139 STREET 33, BAGNOS, ALICIA, ISABELA, 2670",NO,,FEMALE,WIDOWED,,,LABORER,,639392245D6E,QR-R-87E524ED99
MARIA,,GUTIERREZ,R-202503-0559,"OCT. 25, 1965","HOUSE #139 STREET 33, BAGNOS, ALICIA, ISABELA, 2670",NO,,FEMALE,MARRIED,,,DRIVER,PWD,,QR-R-A917363BF7
LUIS,,FLORES,R-202503-0560,"FEB. 2, 2020","HOUSE #139 STREET 33, BAGNOS, ALICIA, ISABELA, 2670",NO,,FEMALE,SINGLE,,,STUDENT,,CDD5FF5C3F69,QR-R-792F7BF1C9
JUAN,SALAZAR,BAUTISTA,R-202503-0561,"DEC. 20, 2017","HOUSE #139 STREET 33, BAGNOS, ALICIA, ISABELA, 2670",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-D35810CDF9
JOSEFINA,CRUZ,"DE LA CRUZ",R-202503-0562,"AUG. 30, 1977","HOUSE #198 STREET 4, SAN PABLO, ALICIA, ISABELA, 4168",NO,,FEMALE,MARRIED,,,LABORER,,D9C3E2FC68D2,QR-R-8352B11582
JOSEFINA,,CRUZ,R-202503-0563,"JUN. 29, 2012","HOUSE #198 STREET 4, SAN PABLO, ALICIA, ISABELA, 4168",NO,,FEMALE,SINGLE,,,STUDENT,,32BD1CD54A68,QR-R-F60A99AC25
JOSE,TORRES,VILLANUEVA,R-202503-0564,"AUG. 22, 1964","HOUSE #509 STREET 20, MAGSAYSAY (POB.), ALICIA, ISABELA, 1775",NO,,FEMALE,MARRIED,,,UNEMPLOYED,"SENIOR CITIZEN",59E67FDCD1DA,QR-R-B49B441E1D
LOURDES,REYES,TORRES,R-202503-0565,"DEC. 16, 2016","HOUSE #509 STREET 20, MAGSAYSAY (POB.), ALICIA, ISABELA, 1775",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-54E6049813
MANUEL,,ROMERO,R-202503-0566,"DEC. 1, 1936","HOUSE #509 STREET 20, MAGSAYSAY (POB.), ALICIA, ISABELA, 1775",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",E1D31A2141EB,QR-R-03F5645B45
ELENA,,GUTIERREZ,R-202503-0567,"DEC. 21, 1970","HOUSE #509 STREET 20, MAGSAYSAY (POB.), ALICIA, ISABELA, 1775",NO,,FEMALE,SINGLE,,,UNEMPLOYED,,,QR-R-6FAD92F335
ANTONIO,MENDOZA,GUTIERREZ,R-202503-0568,"JUN. 24, 1996","HOUSE #509 STREET 20, MAGSAYSAY (POB.), ALICIA, ISABELA, 1775",NO,,FEMALE,MARRIED,,,VENDOR,,,QR-R-97B63CE181
CARLOS,RODRIGUEZ,DIAZ,R-202503-0569,"AUG. 15, 2023","HOUSE #344 STREET 42, BAGNOS, ALICIA, ISABELA, 1428",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-9927C5CBA7
JUAN,"DE LA CRUZ",NAVARRO,R-202503-0570,"MAY. 26, 1972","HOUSE #344 STREET 42, BAGNOS, ALICIA, ISABELA, 1428",NO,,MALE,MARRIED,,,TEACHER,,,QR-R-DE6214A546
CARMEN,LOPEZ,SANTOS,R-202503-0571,"JUL. 9, 2010","HOUSE #344 STREET 42, BAGNOS, ALICIA, ISABELA, 1428",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-3065B4A0B9
LUISA,LOPEZ,CASTRO,R-202503-0572,"NOV. 17, 2018","HOUSE #344 STREET 42, BAGNOS, ALICIA, ISABELA, 1428",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-EAA322D28A
MARIA,RIVERA,"DE GUZMAN",R-202503-0573,"JUN. 7, 2016","HOUSE #344 STREET 42, BAGNOS, ALICIA, ISABELA, 1428",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-1918BB9012
RAFAEL,CASTRO,VILLEGAS,R-202503-0574,"JUL. 20, 1968","HOUSE #551 STREET 24, BANTUG-PETINES, ALICIA, ISABELA, 3568",NO,,MALE,MARRIED,,,VENDOR,,,QR-R-F00A55AED2
